generation,averageFitness,topFitness,Updates
223,11850.39,21023,0
224,12222.17,19026,0
225,10462.12,24019,0
226,12172.66,21015,0
227,10812.68,19021,0
228,11519.19,22014,0
229,13508.85,22023,0
230,10102.39,18028,0
231,9968.09,20020,0
232,10691.14,19015,0
233,12491.67,21018,0
234,9798.55,20013,0
235,11273.34,24022,0
236,9902.48,17013,0
237,11641.85,22022,0
238,10922.69,20024,0
239,12430.83,21021,0
240,10324.28,20025,0
241,12870.05,22022,0
242,10804.2,19013,0
243,14519.52,25015,0
244,10325.47,21023,0
245,12331.34,22019,0
246,12143.66,21016,0
247,11634.98,23028,0
248,9275.06,19024,0
249,11054.81,21023,0
250,9187.54,24022,0
251,10234.1,20026,0
252,9183.06,19016,0
253,13220.52,22015,0
254,11385.12,21020,0
255,12320.42,26019,0
256,11703.66,22033,0
257,12312.66,21015,0
258,11952.95,20026,0
259,12262.6,23014,0
260,11010.76,23015,0
261,12913.36,23025,0
262,12069.54,22019,0
263,11183.23,21022,0
264,14752.59,22014,0
265,10814.71,22029,0
266,11012.68,21017,0
267,11035.14,21022,0
268,9462.72,22017,0
269,11323.84,21026,0
270,10784.27,21021,0
271,11215.84,22029,0
272,10765.75,19023,0
273,11783.79,25020,0
274,9624.43,22020,0
275,11352.26,21022,0
276,11174.74,21024,0
277,10324.51,24017,0
278,9914.52,18016,0
279,10341.56,21024,0
280,11252.66,22028,0
281,13931.96,21019,0
282,12002.52,22020,0
283,12561.79,25014,0
284,11331.81,18027,0
285,14042.95,20029,0
286,10134.01,19020,0
287,13370.21,23017,0
288,11682.82,21016,0
289,11442.02,19019,0
290,11710.05,24021,0
291,11613.42,24020,0
292,10303.52,18030,0
293,13963.22,27023,0
294,12841.84,22022,0
295,13980.72,23017,0
296,12691.4,21016,0
297,12620.25,22024,0
298,11779.98,21017,0
299,11638.92,19014,0
300,12119.14,21019,0
301,13290.84,23015,0
302,12301.82,21020,0
303,11472.13,22017,0
304,12561.28,19025,0
305,9554.13,20016,0
306,12561.44,22022,0
307,11801.96,20021,0
308,12262.12,22023,0
309,11633.32,20021,0
310,10874.07,20021,0
311,9932.94,18020,0
312,10411.39,19023,0
313,11753.52,20014,0
314,10464.21,20027,0
315,11511.18,22010,0
316,11183.44,26025,0
317,11493.21,21019,0
318,12241.26,20024,0
319,11733.03,25018,0
320,10952.2,18015,0
321,9913.56,20019,0
322,12693.2,21018,0
323,11762.42,20013,0
324,11971.51,20017,0
325,13390.67,24017,0
326,11932.89,21025,0
327,10571.21,18023,0
328,10971.89,19015,0
329,11612.66,20019,0
330,11384.05,19024,0
331,9603.01,17025,0
332,11253.03,18016,0
333,9962.05,18021,0
334,12731.41,20016,0
335,11331.39,18025,0
336,13362.32,21018,0
337,12502.49,21020,0
338,12663.06,18020,0
339,12262.74,20023,0
340,12202.8,20026,0
341,11919.73,20018,0
342,11662.34,20025,0
343,12681.24,21021,0
344,10942.34,23018,0
345,11563.59,20022,0
346,11492.29,21014,0
347,12340.73,19008,0
348,11701.73,21025,0
349,12110.31,20025,0
350,10790.88,19012,0
351,9449.46,19019,0
352,11032.68,18024,0
353,11760.7,21022,0
354,11910.34,21021,0
355,10694.07,25015,0
356,13829.62,26013,0
357,12501.3,20015,0
358,14509.43,23016,0
359,11364.05,20018,0
360,15690.05,25021,0
361,11284.05,20018,0
362,13402.67,23020,0
363,10475.83,20021,0
364,13832.02,20029,0
365,11664.72,19026,0
366,12868.95,20018,0
367,11990.44,23016,0
368,11381.82,19012,0
369,13580.77,25018,0
370,11094.95,22026,0
371,13298.49,24014,0
372,12379.71,19020,0
373,11772.25,24017,0
374,12431.78,21016,0
375,11422.05,20023,0
376,11062.78,21014,0
377,11773.25,22019,0
378,11593.47,23018,0
379,11250.27,22012,0
380,11941.44,23015,0
381,12022.25,20031,0
382,12120.54,21024,0
383,12714.93,20027,0
384,10903.74,20022,0
385,10053.76,18017,0
386,10892.31,19021,0
387,12822.95,23015,0
388,10695.05,19025,0
389,11583.14,19017,0
390,12683.23,24025,0
391,10744.63,18017,0
392,11233.52,23022,0
393,11322.8,20014,0
394,11293.72,19015,0
395,12002.03,20022,0
396,11172.49,21018,0
397,11252.1,19016,0
398,10902.56,23016,0
399,10611.68,21031,0
400,10952.99,20026,0
401,10311.09,21017,0
402,9922.99,19018,0
403,11922.65,24020,0
404,11371.26,22018,0
405,11731.54,20019,0
406,11293.49,23011,0
407,11382.2,21016,0
408,12974.24,19023,0
409,11440.88,22014,0
410,13943.22,24021,0
411,11021.01,20019,0
412,11520.59,22013,0
413,11385.78,20023,0
414,11660.72,22016,0
415,11891.97,25017,0
416,10613.69,20016,0
417,11692.15,19022,0
418,10682.62,20019,0
419,13482.16,21017,0
420,10091.06,19022,0
421,11701.32,22020,0
422,11652.58,22022,0
423,10871.52,21016,0
424,10753.31,19016,0
425,11263.05,23016,0
426,11931.19,21023,0
427,12431.77,22020,0
428,12203.8,23020,0
429,11912.46,26019,0
430,11160.15,25018,0
431,10841.31,19015,0
432,10362.75,19017,0
433,10882.26,19018,0
434,11092.69,24012,0
435,10871.73,21014,0
436,11252.05,19014,0
437,10721.13,20027,0
438,11852.07,24011,0
439,10461.59,22015,0
440,11262.94,21023,0
441,9861.28,18021,0
442,11711.71,22012,0
443,12433.28,22015,0
444,10512.9,19021,0
445,13184.22,24025,0
446,10528.37,21020,0
447,11409.94,22011,0
448,11150.47,23019,0
449,11770.18,20022,0
450,10629.83,20012,0
451,12090.17,22016,0
452,11271.68,22020,0
453,11930.01,21020,0
454,11500.75,19025,0
455,10041.44,19010,0
456,12452.26,20017,0
457,11013.74,20013,0
458,11253.48,20023,0
459,10710.93,18024,0
460,12258.89,20011,0
461,12270.32,21020,0
462,12900.01,22019,0
463,12670.61,20016,0
464,11458.15,19025,0
465,11860.18,20014,0
466,10948.8,23016,0
467,11370.09,20011,0
468,12330.25,21028,0
469,11279.18,22011,0
470,10939.36,21013,0
471,11820.31,20012,0
472,12217.2,23008,0
473,10139.47,20013,0
474,11647.89,22015,0
475,11618.92,24021,0
476,12017.35,19014,0
477,11321.38,19021,0
478,11267.02,20016,0
479,12049.02,21015,0
480,12697.39,20020,0
481,12528.81,22018,0
482,10559.84,17023,0
483,11597.51,21013,0
484,12450.21,20019,0
485,13097.72,24021,0
486,12187.24,19021,0
487,11680.44,19025,0
488,11695.69,21021,0
489,10119.4,20017,0
490,13008.37,23022,0
491,11488.38,18024,0
492,12488.8,22020,0
493,11389.41,18020,0
494,11497.9,20020,0
495,10928.76,20025,0
496,11318.76,22026,0
497,11318.22,19021,0
498,13028.86,24014,0
499,11740.64,18014,0
500,11448.58,19016,0
