Generation,Average,Best,Updates,Samples
467,13193.566,21116.6,51362,10
468,13749.431,22013.2,61588,10
469,13985.078,22215.9,52579,10
470,12780.048,21513.5,60063,10
471,13745.584,21115.2,40335,10
472,13728.984,21514.8,38210,10
473,14417.054,22613.4,35684,10
474,12674.219,21015.5,69050,10
475,13819.176,22013.2,23576,10
476,13650.167,20614.3,53334,10
477,12306.625,20214.3,51357,10
478,13781.394,21115.5,50073,10
479,13183.009,20913.2,50143,10
480,13733.508,21513.0,31561,10
481,13244.809,20316.4,45379,10
482,13586.665,21016.8,42046,10
483,14015.032,22014.4,34114,10
484,14507.435,22214.2,28252,10
485,13718.506,21816.1,40107,10
486,13986.454,21914.8,49010,10
487,13048.947,21115.9,43919,10
488,13017.507,20115.9,45145,10
489,12741.871,19914.9,59117,10
490,13319.483,21614.0,57512,10
491,13066.912,21314.9,42276,10
492,13366.272,21316.6,52649,10
493,13533.553,20515.9,43552,10
494,13796.375,22714.1,37418,10
495,13739.733,21117.4,38694,10
496,13312.199,20513.2,44526,10
497,12950.207,20412.6,36699,10
498,12972.208,21214.2,52596,10
499,13634.768,20615.0,55502,10
