generation,averageFitness,topFitness,Updates
240,1542.14,4042,0
241,1833.26,7037,0
242,1753.77,6053,0
243,2723.5,7026,0
244,2289.97,5051,0
245,1912.37,6038,0
246,2144.96,5048,0
247,2058.1,5039,0
248,1793.83,6031,0
249,1892.1,7032,0
250,2800.3,7034,0
251,2060.26,6030,0
252,1707.4,5048,0
253,2521.8,6043,0
254,2035.94,5039,0
255,1951.59,7041,0
256,2039.43,6031,0
257,1761.05,5033,0
258,1923.19,6029,0
259,1852.19,5035,0
260,1099.21,10035,0
261,1793.9,6036,0
262,1424.46,5038,0
263,2329.02,6040,0
264,2807.25,7030,0
265,1827.48,5046,0
266,2276.92,6026,0
267,1388.89,6031,0
268,1865.56,6023,0
269,2396.96,9029,0
270,2247.42,8032,0
271,2311.94,7030,0
272,2316.62,6031,0
273,2282.07,8032,0
274,2719.79,10024,0
275,1625.19,7038,0
276,3045.58,8025,0
277,3127.41,9039,0
278,3667.97,9030,0
279,3556.51,9036,0
280,3006.11,7034,0
281,3947.19,11036,0
282,4218.84,12030,0
283,3689.69,9036,0
284,2843.87,9030,0
285,2538.04,9034,0
286,3441.91,10029,0
287,3379.22,8035,0
288,3439.04,9032,0
289,3827.28,10032,0
290,4757.23,10015,0
291,4567.95,12029,0
292,5716.8,13025,0
293,4367.77,11027,0
294,3876.4,10026,0
295,4858.43,11042,0
296,4355.51,10030,0
297,3226.66,10026,0
298,3897.97,10029,0
299,4027.42,9038,0
300,3876.9,12028,0
301,4145.13,9046,0
302,4065.34,10023,0
303,3910.68,12026,0
304,3811.43,12035,0
305,4031.68,10034,0
306,3690.74,9033,0
307,2499.62,9038,0
308,4535.15,11033,0
309,3852.47,10034,0
310,3963.79,10032,0
311,3491.35,12029,0
312,3261.01,10032,0
313,3744.87,10037,0
314,2368.95,8032,0
315,2966.76,10027,0
316,2967.57,9036,0
317,3714,9027,0
318,3161.84,10030,0
319,4319.26,11036,0
320,4866.41,11030,0
321,5850.87,11039,0
322,4834.81,11035,0
323,4933.13,10038,0
324,5441.72,12028,0
325,3304.05,9030,0
326,3570.56,11034,0
327,4015.19,12038,0
328,5382.44,11042,0
329,4447.28,11031,0
330,4582.46,10031,0
331,4502.94,10034,0
332,5097.84,11037,0
333,5104.39,10037,0
334,6461.8,13045,0
335,4891.72,12030,0
336,4775,10032,0
337,4681.65,10037,0
338,3372.99,8029,0
339,5084.95,11028,0
340,5244.28,10035,0
341,4080.93,10039,0
342,4748.58,9030,0
343,5861.22,12035,0
344,3814.96,11038,0
345,4040.39,9041,0
346,4613.19,11042,0
347,4525.39,10032,0
348,5003.38,12042,0
349,4756.74,11044,0
350,5845.32,12036,0
351,3562.15,9027,0
352,4482.64,11037,0
353,3977.9,8043,0
354,4324.01,10035,0
355,3843.63,9046,0
356,2780.87,9022,0
357,3328.44,8041,0
358,4801.65,10029,0
359,4576.92,10029,0
360,3234.5,8042,0
361,4501.52,9037,0
362,3662.34,9033,0
363,5421.47,10037,0
364,4241.1,10034,0
365,3716.57,10042,0
366,4151.43,9037,0
367,4543.54,12035,0
368,4309.12,10045,0
369,1717.7,9028,0
370,4027.19,10046,0
371,4102.12,9045,0
372,2944.48,9036,0
373,3053.58,10026,0
374,4023.45,12036,0
375,3659.49,9035,0
376,4290.8,10030,0
377,3816.29,9041,0
378,3248.5,10042,0
379,3953.18,9037,0
380,5821.72,11031,0
381,4140.7,8031,0
382,3770.46,8034,0
383,3793.12,9031,0
384,3807.37,9047,0
385,3377.21,10033,0
386,4391.83,9028,0
387,4699.85,11026,0
388,4555.18,10031,0
389,5454.18,11029,0
390,4419.34,11039,0
391,3682.88,9034,0
392,3986.77,10029,0
393,4166.24,13034,0
394,4704.64,11032,0
395,4937.4,11044,0
396,4177.07,9039,0
397,3495.51,9045,0
398,4510.21,11039,0
399,3925.09,9044,0
400,3593.74,9034,0
401,4320.21,10029,0
402,4331.42,9030,0
403,5151.07,11037,0
404,4130.26,10033,0
405,4318.1,10032,0
406,4874.22,9036,0
407,4604.16,12031,0
408,4194.37,9038,0
409,3427.91,7038,0
410,4083.48,11035,0
411,3887.09,10035,0
412,4311.27,12044,0
413,4198.14,9033,0
414,5068.12,16042,0
415,4775.55,11044,0
416,3894.41,8042,0
417,4788.39,10041,0
418,5035.03,9039,0
419,6446.07,11042,0
420,4966.91,9040,0
421,4216.5,10032,0
422,5351.5,11042,0
423,4129.72,12033,0
424,4417.47,10039,0
425,5629.68,12037,0
426,4377.93,10039,0
427,5258.34,11039,0
428,4445.83,9043,0
429,4066.82,10049,0
430,6565.47,13034,0
431,3926.93,11034,0
432,4568.59,10041,0
433,4975.94,10036,0
434,4547.99,10040,0
435,5218.37,11037,0
436,4197.22,10038,0
437,4290.93,14040,0
438,4683.6,10035,0
439,3643.48,10039,0
440,4865.47,11049,0
441,4576,10039,0
442,5548.77,11038,0
443,4376.58,10039,0
444,4234.45,9045,0
445,3277.35,9044,0
446,4191.36,9037,0
447,3344.28,9038,0
448,3862.24,11043,0
449,6853.22,11044,0
450,4828.28,12039,0
451,5528.71,12039,0
452,4560.67,10041,0
453,5088.14,9033,0
454,6031.08,12040,0
455,5117.04,10045,0
456,5118.38,11030,0
457,5218.24,10037,0
458,4267.96,8039,0
459,4615.59,9035,0
460,6918.25,14036,0
461,4685.39,10034,0
462,4904.44,11034,0
463,3630.83,8033,0
464,3159.33,8030,0
465,4928.51,10045,0
466,4917.65,10039,0
467,4979.59,10028,0
468,4095.88,9038,0
469,5206.27,10037,0
470,7236.48,12042,0
471,6196.63,12036,0
472,5353.75,9041,0
473,5454.98,11044,0
474,5747.47,12039,0
475,3581.13,9039,0
476,4361.25,9033,0
477,4060.9,12035,0
478,4073.58,11039,0
479,4333.06,12039,0
480,3794.47,9037,0
481,4646.91,9039,0
482,3878.45,10046,0
483,5020.36,11045,0
484,4708.41,11033,0
485,5306.68,10043,0
486,4717.61,8043,0
487,4256.42,9039,0
488,4646.75,9040,0
489,3906.14,9035,0
490,4026.33,10040,0
491,5516.99,10034,0
492,4336.12,10032,0
493,4869.24,10032,0
494,5416.04,14034,0
495,5035.98,10044,0
496,6258.69,13042,0
497,4763.56,12033,0
498,3526.07,8032,0
499,5255.87,13038,0
500,3928.96,11039,0
